id,city,group,name,category,pinClass,quickFact,overview,story,deepDive,hasDeepDive,lat,lng
p120,aix,Historic Spa Centre,Rue de Geneve and Place Carnot,Town walk,attraction,These streets show everyday Aix beyond the grand hotels and thermal buildings within the surrounding city route within the surrounding city route.,These streets show everyday Aix beyond the grand hotels and thermal buildings.,"This is a good place to pause because the surroundings explain more than the name alone. These streets show everyday Aix beyond the grand hotels and thermal buildings. That detail is important because Rue de Geneve and Place Carnot is not an isolated attraction. It belongs to the Historic Spa Centre part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The photograph is useful, but the stronger memory will be understanding why this particular place belongs on the route.","Rue de Geneve and Place Carnot belongs to the Historic Spa Centre section of Aix-les-Bains. These streets show everyday Aix beyond the grand hotels and thermal buildings. Its importance comes from the way the site connects architecture, geography and the city’s historical development. The present appearance may reflect several periods rather than a single moment, so details in materials, decoration and layout can reveal how the place was adapted over time. When visiting, compare the landmark with the surrounding street pattern and nearby public spaces. That wider setting often explains why the location became useful, prominent or memorable.",True,45.691,5.913
p121,aix,Historic Spa Centre,Musee Faure,Art museum,attraction,A doctor’s private collection creates a surprisingly intimate fine-art museum in a villa within the surrounding city route within the surrounding city route.,A doctor’s private collection creates a surprisingly intimate fine-art museum in a villa.,"Here is the story worth sharing while everyone is standing at this stop. A doctor’s private collection creates a surprisingly intimate fine-art museum in a villa. That detail is important because Musee Faure is not an isolated attraction. It belongs to the Historic Spa Centre part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. A museum visit becomes more interesting when the collection is treated as evidence of how the city chose to remember its past. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Before leaving, look around for the detail that best supports the story, then compare the historic purpose of the place with how people use it today.","The story of Musee Faure is closely tied to Aix-les-Bains. A doctor’s private collection creates a surprisingly intimate fine-art museum in a villa. The site is best understood as part of a larger urban system: routes brought people here, nearby institutions supported its role, and later generations changed how the place was used or interpreted. Surviving features provide evidence of those changes. Look for differences in construction, scale and orientation, then consider which elements are functional and which were designed to communicate authority, wealth, belief or civic identity.",True,45.6926,5.9162
p122,aix,Lake and Ports,Grand Port,Lakefront,attraction,The port continues Aix’s connection to transport and recreation by water within the surrounding city route within the surrounding city route.,The port continues Aix’s connection to transport and recreation by water.,"This place makes more sense when it is connected to the wider story of the city. The port continues Aix’s connection to transport and recreation by water. That detail is important because Grand Port is not an isolated attraction. It belongs to the Lake and Ports part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The best way to finish the story is to point out one physical detail, step back for the wider view and ask what would have looked different when the place was first important.","Grand Port offers a focused way to read the history of Aix-les-Bains. The port continues Aix’s connection to transport and recreation by water. Rather than treating it as an isolated attraction, place it within the Lake and Ports route. The neighbouring buildings, water, terrain or commercial streets shaped the site’s original purpose. Its continued visibility shows that the location retained symbolic or practical value even as the city changed. A slow walk around the perimeter usually reveals more than a single front-facing photograph.",True,45.7062,5.8876
p123,aix,Lake and Ports,Le Patio du Lac,Restaurant,food,A lakeside meal pairs boats and mountain views with the modern social life of the port within the surrounding city route.,A lakeside meal pairs boats and mountain views with the modern social life of the port.,"Before moving on, take a moment to place this stop in its larger setting. A lakeside meal pairs boats and mountain views with the modern social life of the port. That detail is important because Le Patio du Lac is not an isolated attraction. It belongs to the Lake and Ports part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. Food provides a quick way to understand the region because ingredients, preparation and dining customs carry local history into everyday life. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. After telling the story, give everyone a moment to notice the setting. The relationship between the landmark and the surrounding streets is often as interesting as the landmark itself.","Le Patio du Lac is included as a practical food or drink stop on the Lake and Ports route in Aix-les-Bains. A lakeside meal pairs boats and mountain views with the modern social life of the port. What to order: Reviews consistently highlight the Spanish direction. Share several tapas, especially prawns or seafood, and ask about Spanish wine by the glass. Menus, kitchen hours and availability can change, so treat this as a starting point rather than a guaranteed current menu. If the stop is busy, ask what can be served quickly and what regular customers order most often.",True,45.7068,5.8883
p124,aix,Lake and Ports,Nautic Pulsion,Boat rental,attraction,"From the water, the town’s position between a glacial lake and mountain slopes becomes clear within the surrounding city route.","From the water, the town’s position between a glacial lake and mountain slopes becomes clear.","The useful thing about this stop is that it turns a broad piece of history into something visible. From the water, the town’s position between a glacial lake and mountain slopes becomes clear. That detail is important because Nautic Pulsion is not an isolated attraction. It belongs to the Lake and Ports part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. Seeing the landscape from the water restores the river or lake to its original role as a route rather than merely a scenic backdrop. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Use the final few seconds to connect the stop with the next location. That turns a list of sights into one continuous account of how the city developed.","Nautic Pulsion is one chapter in the development of Aix-les-Bains. From the water, the town’s position between a glacial lake and mountain slopes becomes clear. What survives today is the result of construction, alteration, damage, restoration and changing public taste. That process is often more interesting than a single completion date. Notice what has been preserved, what appears newer and how visitors are guided through the space. Those choices shape the modern experience and reveal what the city wants people to remember about the site.",True,45.7067,5.8872
p125,aix,Lake and Ports,Jardin Vagabond,Garden,attraction,Naturalistic planting contrasts with the formal gardens of the spa quarter within the surrounding city route within the surrounding city route.,Naturalistic planting contrasts with the formal gardens of the spa quarter.,"This is a good place to pause because the surroundings explain more than the name alone. Naturalistic planting contrasts with the formal gardens of the spa quarter. That detail is important because Jardin Vagabond is not an isolated attraction. It belongs to the Lake and Ports part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. Gardens are designed landscapes. Paths, planting and viewpoints guide visitors just as deliberately as rooms inside a building. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The photograph is useful, but the stronger memory will be understanding why this particular place belongs on the route.","Jardin Vagabond belongs to the Lake and Ports section of Aix-les-Bains. Naturalistic planting contrasts with the formal gardens of the spa quarter. Its importance comes from the way the site connects architecture, geography and the city’s historical development. The present appearance may reflect several periods rather than a single moment, so details in materials, decoration and layout can reveal how the place was adapted over time. When visiting, compare the landmark with the surrounding street pattern and nearby public spaces. That wider setting often explains why the location became useful, prominent or memorable.",True,45.7118,5.8861
p126,aix,Lake and Ports,Lakeside Promenade,Scenic walk,attraction,The promenade joined the traditional spa town to its modern lakeside-resort identity within the surrounding city route within the surrounding city route.,The promenade joined the traditional spa town to its modern lakeside-resort identity.,"Here is the story worth sharing while everyone is standing at this stop. The promenade joined the traditional spa town to its modern lakeside-resort identity. That detail is important because Lakeside Promenade is not an isolated attraction. It belongs to the Lake and Ports part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Before leaving, look around for the detail that best supports the story, then compare the historic purpose of the place with how people use it today.","The story of Lakeside Promenade is closely tied to Aix-les-Bains. The promenade joined the traditional spa town to its modern lakeside-resort identity. The site is best understood as part of a larger urban system: routes brought people here, nearby institutions supported its role, and later generations changed how the place was used or interpreted. Surviving features provide evidence of those changes. Look for differences in construction, scale and orientation, then consider which elements are functional and which were designed to communicate authority, wealth, belief or civic identity.",True,45.699,5.8892
p127,aix,Lake and Ports,Petit Port,Marina,attraction,The smaller port offers a quieter and more everyday waterfront atmosphere within the surrounding city route within the surrounding city route.,The smaller port offers a quieter and more everyday waterfront atmosphere.,"This place makes more sense when it is connected to the wider story of the city. The smaller port offers a quieter and more everyday waterfront atmosphere. That detail is important because Petit Port is not an isolated attraction. It belongs to the Lake and Ports part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The best way to finish the story is to point out one physical detail, step back for the wider view and ask what would have looked different when the place was first important.","Petit Port offers a focused way to read the history of Aix-les-Bains. The smaller port offers a quieter and more everyday waterfront atmosphere. Rather than treating it as an isolated attraction, place it within the Lake and Ports route. The neighbouring buildings, water, terrain or commercial streets shaped the site’s original purpose. Its continued visibility shows that the location retained symbolic or practical value even as the city changed. A slow walk around the perimeter usually reveals more than a single front-facing photograph.",True,45.6957,5.8903
p128,aix,Food and Excursions,Le Coulant Baraque,Restaurant,food,This is the marked must-try restaurant; verify its exact address and opening hours within the surrounding city route within the surrounding city route.,This is the marked must-try restaurant; verify its exact address and opening hours.,"Before moving on, take a moment to place this stop in its larger setting. This is the marked must-try restaurant; verify its exact address and opening hours. That detail is important because Le Coulant Baraque is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. Food provides a quick way to understand the region because ingredients, preparation and dining customs carry local history into everyday life. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. After telling the story, give everyone a moment to notice the setting. The relationship between the landmark and the surrounding streets is often as interesting as the landmark itself.","Le Coulant Baraque is included as a practical food or drink stop on the Food and Excursions route in Aix-les-Bains. This is the marked must-try restaurant; verify its exact address and opening hours. What to order: The region is well suited to Savoyard cheese, charcuterie, lake fish and seasonal French cooking. Menus, kitchen hours and availability can change, so treat this as a starting point rather than a guaranteed current menu. If the stop is busy, ask what can be served quickly and what regular customers order most often.",True,45.69,5.91
p129,aix,Food and Excursions,Mama Donna Pinseria,Italian restaurant,food,Pinsa reflects the long cultural routes connecting France and Italy across the Alps within the surrounding city route within the surrounding city route.,Pinsa reflects the long cultural routes connecting France and Italy across the Alps.,"The useful thing about this stop is that it turns a broad piece of history into something visible. Pinsa reflects the long cultural routes connecting France and Italy across the Alps. That detail is important because Mama Donna Pinseria is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. Food provides a quick way to understand the region because ingredients, preparation and dining customs carry local history into everyday life. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Use the final few seconds to connect the stop with the next location. That turns a list of sights into one continuous account of how the city developed.","Mama Donna Pinseria is included as a practical food or drink stop on the Food and Excursions route in Aix-les-Bains. Pinsa reflects the long cultural routes connecting France and Italy across the Alps. What to order: Order one classic pinsa and one seasonal version to share. The lighter, crisp-edged dough is the point of comparison with pizza. Menus, kitchen hours and availability can change, so treat this as a starting point rather than a guaranteed current menu. If the stop is busy, ask what can be served quickly and what regular customers order most often.",True,45.6896,5.9108
p130,aix,Food and Excursions,Le Philybert,Raclette,food,"Raclette grew from practical Alpine food, with warmed cheese scraped over potatoes within the surrounding city route within the surrounding city route.","Raclette grew from practical Alpine food, with warmed cheese scraped over potatoes.","This is a good place to pause because the surroundings explain more than the name alone. Raclette grew from practical Alpine food, with warmed cheese scraped over potatoes. That detail is important because Le Philybert is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The photograph is useful, but the stronger memory will be understanding why this particular place belongs on the route.","Le Philybert is included as a practical food or drink stop on the Food and Excursions route in Aix-les-Bains. Raclette grew from practical Alpine food, with warmed cheese scraped over potatoes. What to order: Choose raclette if the group wants a shared Alpine meal. Potatoes, pickles and charcuterie provide balance to the melted cheese. Menus, kitchen hours and availability can change, so treat this as a starting point rather than a guaranteed current menu. If the stop is busy, ask what can be served quickly and what regular customers order most often.",True,45.6903,5.912
p131,aix,Food and Excursions,Melodie Gourmande,French restaurant,food,Polished dining continues Aix’s history as a resort for affluent visitors within the surrounding city route within the surrounding city route.,Polished dining continues Aix’s history as a resort for affluent visitors.,"Here is the story worth sharing while everyone is standing at this stop. Polished dining continues Aix’s history as a resort for affluent visitors. That detail is important because Melodie Gourmande is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. Food provides a quick way to understand the region because ingredients, preparation and dining customs carry local history into everyday life. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Before leaving, look around for the detail that best supports the story, then compare the historic purpose of the place with how people use it today.","Melodie Gourmande is included as a practical food or drink stop on the Food and Excursions route in Aix-les-Bains. Polished dining continues Aix’s history as a resort for affluent visitors. What to order: Treat this as a special dinner. The menu changes, so choose the tasting option or follow the staff recommendation rather than arriving fixed on one dish. Menus, kitchen hours and availability can change, so treat this as a starting point rather than a guaranteed current menu. If the stop is busy, ask what can be served quickly and what regular customers order most often.",True,45.6892,5.9132
p132,aix,Food and Excursions,La Bonne Adresse,Lunch,food,A neighbourhood lunch stop offers the everyday pace of the town between major sights within the surrounding city route within the surrounding city route.,A neighbourhood lunch stop offers the everyday pace of the town between major sights.,"This place makes more sense when it is connected to the wider story of the city. A neighbourhood lunch stop offers the everyday pace of the town between major sights. That detail is important because La Bonne Adresse is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The best way to finish the story is to point out one physical detail, step back for the wider view and ask what would have looked different when the place was first important.","La Bonne Adresse is included as a practical food or drink stop on the Food and Excursions route in Aix-les-Bains. A neighbourhood lunch stop offers the everyday pace of the town between major sights. What to order: The region is well suited to Savoyard cheese, charcuterie, lake fish and seasonal French cooking. Menus, kitchen hours and availability can change, so treat this as a starting point rather than a guaranteed current menu. If the stop is busy, ask what can be served quickly and what regular customers order most often.",True,45.691,5.911
p133,aix,Food and Excursions,Le Sens Unique,French restaurant,food,"An evening meal fits the old spa rhythm of treatments, promenade and dinner within the surrounding city route within the surrounding city route.","An evening meal fits the old spa rhythm of treatments, promenade and dinner.","Before moving on, take a moment to place this stop in its larger setting. An evening meal fits the old spa rhythm of treatments, promenade and dinner. That detail is important because Le Sens Unique is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. Food provides a quick way to understand the region because ingredients, preparation and dining customs carry local history into everyday life. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. After telling the story, give everyone a moment to notice the setting. The relationship between the landmark and the surrounding streets is often as interesting as the landmark itself.","Le Sens Unique is included as a practical food or drink stop on the Food and Excursions route in Aix-les-Bains. An evening meal fits the old spa rhythm of treatments, promenade and dinner. What to order: Choose a seasonal French main and ask for a wine pairing. Reviews emphasize presentation and a polished meal rather than one permanent signature dish. Menus, kitchen hours and availability can change, so treat this as a starting point rather than a guaranteed current menu. If the stop is busy, ask what can be served quickly and what regular customers order most often.",True,45.6885,5.9118
p134,aix,Food and Excursions,Mont Revard Belvedere,Mountain viewpoint,attraction,"The high balcony reveals the full geography of Aix, Lac du Bourget and the surrounding Alps within the surrounding city route.","The high balcony reveals the full geography of Aix, Lac du Bourget and the surrounding Alps.","The useful thing about this stop is that it turns a broad piece of history into something visible. The high balcony reveals the full geography of Aix, Lac du Bourget and the surrounding Alps. That detail is important because Mont Revard Belvedere is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. A viewpoint is useful because geography becomes visible. Rivers, hills, roofs and routes that seem separate at street level suddenly fit together. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Use the final few seconds to connect the stop with the next location. That turns a list of sights into one continuous account of how the city developed.","Mont Revard Belvedere is one chapter in the development of Aix-les-Bains. The high balcony reveals the full geography of Aix, Lac du Bourget and the surrounding Alps. What survives today is the result of construction, alteration, damage, restoration and changing public taste. That process is often more interesting than a single completion date. Notice what has been preserved, what appears newer and how visitors are guided through the space. Those choices shape the modern experience and reveal what the city wants people to remember about the site.",True,45.6817,5.9788
p135,aix,Food and Excursions,Hautecombe Abbey,Abbey,attraction,Royal Savoy tombs connect the quiet lake with a much larger European political story within the surrounding city route within the surrounding city route.,Royal Savoy tombs connect the quiet lake with a much larger European political story.,"This is a good place to pause because the surroundings explain more than the name alone. Royal Savoy tombs connect the quiet lake with a much larger European political story. That detail is important because Hautecombe Abbey is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The photograph is useful, but the stronger memory will be understanding why this particular place belongs on the route.","Hautecombe Abbey belongs to the Food and Excursions section of Aix-les-Bains. Royal Savoy tombs connect the quiet lake with a much larger European political story. Its importance comes from the way the site connects architecture, geography and the city’s historical development. The present appearance may reflect several periods rather than a single moment, so details in materials, decoration and layout can reveal how the place was adapted over time. When visiting, compare the landmark with the surrounding street pattern and nearby public spaces. That wider setting often explains why the location became useful, prominent or memorable.",True,45.7526,5.8397
p136,aix,Food and Excursions,Lac du Bourget,Lake,attraction,France’s largest natural lake entirely within the country shaped Aix long before modern tourism within the surrounding city route within the surrounding city route.,France’s largest natural lake entirely within the country shaped Aix long before modern tourism.,"Here is the story worth sharing while everyone is standing at this stop. France’s largest natural lake entirely within the country shaped Aix long before modern tourism. That detail is important because Lac du Bourget is not an isolated attraction. It belongs to the Food and Excursions part of Aix-les-Bains, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Before leaving, look around for the detail that best supports the story, then compare the historic purpose of the place with how people use it today.","The story of Lac du Bourget is closely tied to Aix-les-Bains. France’s largest natural lake entirely within the country shaped Aix long before modern tourism. The site is best understood as part of a larger urban system: routes brought people here, nearby institutions supported its role, and later generations changed how the place was used or interpreted. Surviving features provide evidence of those changes. Look for differences in construction, scale and orientation, then consider which elements are functional and which were designed to communicate authority, wealth, belief or civic identity.",True,45.7,5.88
p137,geneva,Geneva Transit Highlights,Geneva Cornavin Station,Transit,travel,The station is the practical centre of the short Geneva connection between Aix-les-Bains and Milan within the surrounding city route.,The station is the practical centre of the short Geneva connection between Aix-les-Bains and Milan.,"This place makes more sense when it is connected to the wider story of the city. The station is the practical centre of the short Geneva connection between Aix-les-Bains and Milan. That detail is important because Geneva Cornavin Station is not an isolated attraction. It belongs to the Geneva Transit Highlights part of Geneva, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The best way to finish the story is to point out one physical detail, step back for the wider view and ask what would have looked different when the place was first important.",,False,46.2102,6.1424
p138,geneva,Geneva Transit Highlights,Lake Geneva waterfront,Lakefront,attraction,"The city grew beside a lake and river crossing that linked Alpine, French and Swiss routes within the surrounding city route.","The city grew beside a lake and river crossing that linked Alpine, French and Swiss routes.","Before moving on, take a moment to place this stop in its larger setting. The city grew beside a lake and river crossing that linked Alpine, French and Swiss routes. That detail is important because Lake Geneva waterfront is not an isolated attraction. It belongs to the Geneva Transit Highlights part of Geneva, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. After telling the story, give everyone a moment to notice the setting. The relationship between the landmark and the surrounding streets is often as interesting as the landmark itself.","At Lake Geneva waterfront, the most informative feature is the relationship between the place and its setting. The city grew beside a lake and river crossing that linked Alpine, French and Swiss routes. The site reflects choices about movement, access, materials and public display. Some details were practical, while others were meant to influence how visitors understood the building or landscape. Today the location may serve tourism, recreation or cultural memory, but traces of its earlier function remain visible. Use the nearby route to compare this stop with places built for different purposes.",True,46.207,6.151
p139,geneva,Geneva Transit Highlights,Jet d Eau,Landmark,attraction,The giant fountain began as a pressure-release feature for a hydraulic system and evolved into Geneva’s defining symbol within the surrounding city route.,The giant fountain began as a pressure-release feature for a hydraulic system and evolved into Geneva’s defining symbol.,"The useful thing about this stop is that it turns a broad piece of history into something visible. The giant fountain began as a pressure-release feature for a hydraulic system and evolved into Geneva’s defining symbol. That detail is important because Jet d Eau is not an isolated attraction. It belongs to the Geneva Transit Highlights part of Geneva, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Use the final few seconds to connect the stop with the next location. That turns a list of sights into one continuous account of how the city developed.","Jet d Eau is one chapter in the development of Geneva. The giant fountain began as a pressure-release feature for a hydraulic system and evolved into Geneva’s defining symbol. What survives today is the result of construction, alteration, damage, restoration and changing public taste. That process is often more interesting than a single completion date. Notice what has been preserved, what appears newer and how visitors are guided through the space. Those choices shape the modern experience and reveal what the city wants people to remember about the site.",True,46.2074,6.1559
p140,geneva,Geneva Transit Highlights,Jardin Anglais,Garden,attraction,"The lakeside garden offers a compact introduction to Geneva through flowers, promenades and views within the surrounding city route within the surrounding city route.","The lakeside garden offers a compact introduction to Geneva through flowers, promenades and views.","This is a good place to pause because the surroundings explain more than the name alone. The lakeside garden offers a compact introduction to Geneva through flowers, promenades and views. That detail is important because Jardin Anglais is not an isolated attraction. It belongs to the Geneva Transit Highlights part of Geneva, where the surrounding streets, landscape and nearby stops help explain how the city developed. Gardens are designed landscapes. Paths, planting and viewpoints guide visitors just as deliberately as rooms inside a building. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The photograph is useful, but the stronger memory will be understanding why this particular place belongs on the route.","Jardin Anglais belongs to the Geneva Transit Highlights section of Geneva. The lakeside garden offers a compact introduction to Geneva through flowers, promenades and views. Its importance comes from the way the site connects architecture, geography and the city’s historical development. The present appearance may reflect several periods rather than a single moment, so details in materials, decoration and layout can reveal how the place was adapted over time. When visiting, compare the landmark with the surrounding street pattern and nearby public spaces. That wider setting often explains why the location became useful, prominent or memorable.",True,46.2048,6.1513
p141,geneva,Geneva Transit Highlights,Flower Clock,Quirky landmark,attraction,The floral clock combines Swiss watchmaking identity with ornamental gardening within the surrounding city route within the surrounding city route.,The floral clock combines Swiss watchmaking identity with ornamental gardening.,"Here is the story worth sharing while everyone is standing at this stop. The floral clock combines Swiss watchmaking identity with ornamental gardening. That detail is important because Flower Clock is not an isolated attraction. It belongs to the Geneva Transit Highlights part of Geneva, where the surrounding streets, landscape and nearby stops help explain how the city developed. This stop is useful because it adds a human-scale piece to the larger city story and rewards a careful look rather than a rushed photograph. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. Before leaving, look around for the detail that best supports the story, then compare the historic purpose of the place with how people use it today.","The story of Flower Clock is closely tied to Geneva. The floral clock combines Swiss watchmaking identity with ornamental gardening. The site is best understood as part of a larger urban system: routes brought people here, nearby institutions supported its role, and later generations changed how the place was used or interpreted. Surviving features provide evidence of those changes. Look for differences in construction, scale and orientation, then consider which elements are functional and which were designed to communicate authority, wealth, belief or civic identity.",True,46.2047,6.1523
p142,geneva,Geneva Transit Highlights,Rue du Rhone,Shopping street,attraction,"The street reflects Geneva’s international wealth, watches and luxury trade within the surrounding city route within the surrounding city route.","The street reflects Geneva’s international wealth, watches and luxury trade.","This place makes more sense when it is connected to the wider story of the city. The street reflects Geneva’s international wealth, watches and luxury trade. That detail is important because Rue du Rhone is not an isolated attraction. It belongs to the Geneva Transit Highlights part of Geneva, where the surrounding streets, landscape and nearby stops help explain how the city developed. Historic streets record how people moved between homes, markets, workplaces and places of worship. As the group looks around, point out the building materials, the shape of the space, the direction of the water or streets, and the way people move through the area now. Imagine arriving here before modern transit, signs and maps made the city easy to navigate. The same location would have been understood through sound, distance, crowds, weather and the practical purpose it served. The best way to finish the story is to point out one physical detail, step back for the wider view and ask what would have looked different when the place was first important.","Rue du Rhone offers a focused way to read the history of Geneva. The street reflects Geneva’s international wealth, watches and luxury trade. Rather than treating it as an isolated attraction, place it within the Geneva Transit Highlights route. The neighbouring buildings, water, terrain or commercial streets shaped the site’s original purpose. Its continued visibility shows that the location retained symbolic or practical value even as the city changed. A slow walk around the perimeter usually reveals more than a single front-facing photograph.",True,46.2047,6.1465
